"RivalsRank" "School" "Total" "5-Star" "4-Star" "3-Star" "AvgStar" "Points" "Year"
"213" "Wake Forest" 16 0 0 3 2.19 63 2004
"214" "Hawaii" 8 0 0 2 2 61 2004
"215" "Akron" 22 0 0 0 2 60 2004
"215" "Ball State" 26 0 0 0 2 60 2004
"215" "Eastern Michigan" 22 0 0 0 2 60 2004
"215" "Idaho" 28 0 0 0 2 60 2004
"215" "Louisiana-Lafayette" 27 0 0 0 2 60 2004
"215" "Louisiana-Monroe" 21 0 0 0 2 60 2004
"215" "Miami (OH)" 24 0 0 0 1.96 60 2004
"215" "Ohio" 21 0 0 0 2 60 2004
"215" "San Jose State" 26 0 0 0 2 60 2004
"215" "Toledo" 23 0 0 0 2 60 2004
"215" "Western Kentucky" 3 0 0 0 1.67 60 2004
"22" "Arizona State" 23 1 4 16 3.17 1613 2003
"22" "California" 26 0 5 18 3 1378 2007
"22" "Clemson" 26 0 9 9 3.04 1635 2002
"22" "LSU" 13 1 7 5 3.69 1335 2005
"22" "Nebraska" 21 0 8 10 3.24 1407 2010
"22" "Oklahoma State" 29 0 6 18 3.03 1330 2006
"22" "South Carolina" 22 0 6 14 3.18 1322 2008
"22" "Stanford" 19 0 7 11 3.32 1311 2011
"22" "Tennessee" 24 2 8 8 3.25 1748 2004
"22" "Texas A&M" 28 1 4 21 3.14 1403 2009
"22" "Virginia Tech" 19 1 3 15 3.26 1758 2013
"22" "Virginia Tech" 28 0 7 19 3.18 1429 2012
"226" "Buffalo" 19 0 0 0 2 57 2004
"227" "Central Michigan" 17 0 0 0 2 51 2004
"227" "Nevada" 17 0 0 0 2 51 2004
"229" "FIU" 2 0 0 0 2 50 2004
"23" "California" 19 0 7 10 3.26 1316 2012
"23" "Georgia" 20 1 10 8 3.55 1742 2004
"23" "Illinois" 28 0 6 16 3 1293 2008
"23" "South Carolina" 28 0 6 15 2.96 1310 2005
"23" "Tennessee" 22 1 4 13 3.09 1245 2006
"23" "Texas" 15 0 9 6 3.6 1737 2013
"23" "Texas A&M" 23 1 6 12 3.17 1615 2002
"23" "Virginia Tech" 20 0 5 15 3.25 1350 2010
"23" "Virginia Tech" 22 0 5 14 3.09 1357 2009
"23" "Washington" 23 0 5 15 3.09 1300 2011
"23" "Washington" 27 0 2 22 2.96 1611 2003
"23" "West Virginia" 28 1 4 16 2.96 1367 2007
"230" "New Mexico State" 16 0 0 0 2 48 2004
"231" "Massachusetts" 3 0 0 0 1.33 45 2004
"232" "Fresno State" 14 0 0 0 2 42 2004
"232" "Rice" 14 0 0 0 2 42 2004
"234" "Kent State" 13 0 0 0 2 39 2004
"234" "UTEP" 13 0 0 0 2 39 2004
"236" "Air Force" 12 0 0 1 1.67 33 2004
"237" "Navy" 10 0 0 0 2 30 2004
"238" "Army" 3 0 0 0 1.33 6 2004
"239" "Massachusetts" 3 0 0 0 1.33 5 2004
"24" "Alabama" 29 0 4 18 2.9 1739 2004
"24" "Arkansas" 24 1 3 15 3 1293 2005
"24" "Arkansas" 30 0 4 24 3.07 1189 2011
"24" "Boston College" 24 0 3 20 3.08 1529 2003
"24" "Notre Dame" 18 0 12 4 3.56 1570 2002
"24" "Penn State" 21 0 8 8 3.14 1305 2007
"24" "Penn State" 27 0 7 12 2.96 1335 2009
"24" "Rutgers" 19 1 4 13 3.26 1296 2012
"24" "South Carolina" 23 1 5 11 3.04 1342 2010
"24" "South Carolina" 24 0 6 14 3.08 1236 2006
"24" "Washington" 26 0 5 14 2.92 1255 2008
"24" "West Virginia" 28 0 2 22 2.96 1722 2013
"25" "Arizona" 29 0 4 14 2.76 1523 2002
"25" "Arkansas" 24 0 6 13 3.04 1523 2002
"25" "Mississippi State" 21 1 2 16 3.1 1712 2013
"25" "Mississippi State" 27 0 7 17 3.15 1332 2009
"25" "Missouri" 23 1 2 16 3 1214 2008
"25" "Nebraska" 17 0 6 11 3.35 1257 2012
"25" "Ohio State" 19 0 8 9 3.32 1327 2010
"25" "Oklahoma" 18 3 8 6 3.72 1687 2004
"25" "Oklahoma State" 28 1 3 14 2.82 1523 2002
"25" "Penn State" 19 2 2 10 3.05 1152 2005
"25" "Stanford" 25 0 5 10 2.8 1482 2003
"25" "Texas Tech" 34 0 4 22 2.88 1194 2006
"25" "Virginia" 24 0 7 11 3.04 1267 2007
"25" "Virginia" 26 0 5 17 3.04 1144 2011
"26" "Arkansas" 23 0 4 14 2.96 1691 2013
"26" "Maryland" 26 0 6 16 3.08 1266 2009
"26" "Oklahoma State" 27 0 6 16 3.04 1211 2008
"26" "Oregon" 24 0 5 13 2.96 1450 2003
"26" "Pittsburgh" 24 0 6 13 3.04 1265 2007
"26" "Stanford" 23 0 5 16 3.13 1314 2010
"26" "TCU" 25 0 2 23 3.08 1122 2011
"26" "Texas" 20 1 9 9 3.5 1682 2004
"26" "Texas A&M" 23 0 4 16 3.04 1183 2006
"26" "Texas Tech" 26 0 3 21 3.04 1139 2012
"26" "UCLA" 21 1 3 12 3 1107 2005
"27" "Arkansas" 26 1 4 14 2.96 1172 2006
"27" "Arkansas" 32 0 4 15 2.72 1665 2004
"27" "Kansas State" 32 0 4 22 2.94 1194 2008
"27" "Mississippi" 22 0 6 12 3.09 1203 2007
"27" "North Carolina State" 23 0 5 9 2.83 1077 2005
"27" "Texas A&M" 22 0 3 15 2.95 1098 2011
"27" "Virginia" 22 1 2 15 3 1660 2013
"27" "Virginia" 26 0 4 16 2.92 1126 2012
"27" "Virginia Tech" 24 0 6 10 2.92 1445 2003
"27" "West Virginia" 20 0 5 13 3.15 1281 2010
"27" "West Virginia" 25 0 6 15 3.08 1234 2009
"28" "Arizona State" 24 0 5 15 3.04 1163 2006
"28" "Iowa" 22 0 5 11 2.95 1167 2007
"28" "Miami (FL)" 17 0 8 8 3.41 1656 2013
"28" "Missouri" 22 0 4 14 3 1410 2003
"28" "Nebraska" 20 0 5 15 3.25 1233 2009
"28" "Oklahoma State" 27 0 2 22 2.96 1096 2011
"28" "Oregon" 23 1 2 13 2.87 1049 2005
"28" "Oregon" 30 1 7 13 3 1649 2004
"28" "Pittsburgh" 19 1 5 9 3.16 1179 2008
"28" "Utah" 28 0 5 19 3.04 1088 2012
"28" "Washington" 31 0 5 24 3.1 1214 2010
"28" "Washington State" 29 1 4 8 2.66 1441 2002
"29" "Arkansas" 25 0 3 14 2.8 1400 2003
"29" "Kentucky" 22 0 3 17 3.05 1641 2013
"29" "Louisville" 20 0 4 15 3.15 1086 2011
"29" "Maryland" 22 1 6 7 3 1149 2006
"29" "Mississippi" 31 1 2 15 2.71 1165 2008
"29" "Missouri" 22 0 6 12 3.09 1388 2002
"29" "North Carolina" 21 0 4 16 3.14 1195 2010
"29" "Penn State" 25 2 2 15 3 1608 2004
"29" "Purdue" 21 1 3 12 3 967 2005
"29" "South Florida" 30 0 6 18 3 1197 2009
"29" "Vanderbilt" 22 0 3 19 3.14 1069 2012
"29" "Virginia Tech" 26 1 2 14 2.73 1160 2007
"3" "Florida" 22 4 12 4 3.82 2600 2008
"3" "Florida" 23 3 11 8 3.7 2421 2012
"3" "Florida State" 31 2 18 10 3.68 2703 2006
"3" "Georgia" 29 1 18 8 3.62 2447 2002
"3" "LSU" 26 3 12 10 3.65 2402 2004
"3" "Notre Dame" 24 4 14 6 3.92 2893 2013
"3" "Ohio State" 25 2 15 8 3.76 2478 2009
"3" "Oklahoma" 27 2 14 10 3.63 2441 2005
"3" "Tennessee" 32 5 11 15 3.63 2726 2007
"3" "Texas" 22 1 15 6 3.77 2322 2011
"3" "Texas" 25 2 19 4 3.92 2728 2010
"3" "USC" 28 2 10 14 3.43 2327 2003
"30" "Alabama" 20 1 4 13 3.2 1365 2002
"30" "Arizona State" 22 1 4 12 2.95 1173 2009
"30" "Baylor" 22 0 3 15 2.95 1618 2013
"30" "Illinois" 26 1 2 13 2.77 1399 2003
"30" "Illinois" 27 0 6 12 2.89 1148 2006
"30" "Iowa" 24 0 4 16 3 1065 2011
"30" "Iowa State" 26 0 6 8 2.77 1365 2002
"30" "Michigan State" 22 1 4 12 3.05 1193 2010
"30" "Mississippi" 27 1 2 8 2.56 887 2005
"30" "Mississippi State" 28 0 4 21 3.04 1056 2012
"30" "Nebraska" 28 1 2 20 2.96 1159 2008
"30" "North Carolina" 28 0 6 14 2.93 1148 2006
"30" "Oklahoma State" 23 0 4 16 3.04 1143 2007
"30" "Purdue" 28 0 4 14 2.79 1579 2004
"31" "Arkansas" 27 0 4 17 2.93 1083 2007
"31" "California" 26 0 3 19 2.96 1600 2013
"31" "Kansas" 25 0 4 19 3.08 1155 2009
"31" "Michigan State" 21 0 2 17 3 1028 2011
"31" "Missouri" 19 1 1 16 3.11 1037 2012
"31" "North Carolina State" 25 0 6 10 2.88 1151 2008
"31" "Oklahoma State" 27 0 5 22 3.19 1170 2010
"31" "Oregon State" 36 0 2 17 2.39 1575 2004
"31" "Purdue" 26 0 3 12 2.69 1361 2003
"31" "West Virginia" 33 1 0 13 2.48 867 2005
"32" "Arizona State" 22 0 1 16 2.82 774 2005
"32" "Colorado" 28 1 2 14 2.68 1081 2007
"32" "Kansas State" 26 0 5 11 2.81 1510 2004
"32" "Maryland" 21 1 2 15 3.05 1350 2003
"32" "Maryland" 22 1 4 10 2.95 1589 2013
"32" "Michigan State" 20 0 6 10 3.1 1361 2002
"32" "North Carolina" 19 0 7 8 3.16 1120 2008
"32" "Oklahoma State" 24 0 3 17 2.96 1015 2012
"32" "Oregon" 26 0 4 16 2.92 1126 2009
"32" "Rutgers" 24 0 4 15 2.96 1014 2011
"32" "Utah" 22 0 4 16 3.09 1156 2010
"32" "Virginia Tech" 22 0 5 12 3 1122 2006
"33" "Arizona" 26 0 2 16 2.77 1340 2003
"33" "Arizona State" 24 0 3 18 3 1582 2013
"33" "Boston College" 29 0 3 18 2.83 1081 2008
"33" "Michigan State" 28 0 7 7 2.54 1112 2006
"33" "Mississippi" 18 1 8 7 3.44 1360 2002
"33" "Mississippi State" 27 0 3 9 2.56 767 2005
"33" "Missouri" 27 0 4 16 2.89 1059 2007
"33" "Pittsburgh" 24 0 4 19 3.13 1144 2010
"33" "Purdue" 26 0 2 22 3 1005 2012
"33" "Texas A&M" 28 0 8 10 2.93 1501 2004
"33" "Texas Tech" 25 0 5 15 3 1110 2009
"33" "Virginia" 25 0 5 11 2.84 1110 2009
"33" "Virginia Tech" 21 0 4 14 3.05 928 2011
"33" "Wisconsin" 23 0 2 13 2.74 767 2005
"34" "Arkansas" 24 0 2 21 3.04 1001 2012
"34" "California" 21 0 5 12 3.05 1070 2008
"34" "Kansas" 27 0 2 21 2.93 899 2011
"34" "Louisville" 25 0 4 15 2.92 975 2006
"34" "North Carolina State" 19 1 4 9 3.05 1092 2010
"34" "North Carolina State" 24 1 4 7 2.75 1338 2002
"34" "Penn State" 25 2 2 15 3 1430 2004
"34" "Pittsburgh" 26 0 0 19 2.73 1315 2003
"34" "Pittsburgh" 27 1 2 15 2.81 1568 2013
"34" "Wisconsin" 18 1 3 10 3.06 1056 2007
"35" "Arizona State" 26 0 5 17 3.04 1083 2010
"35" "Illinois" 23 0 7 8 2.78 1092 2009
"35" "Louisville" 31 0 2 8 2.39 1303 2003
"35" "Maryland" 22 0 4 14 3 1328 2002
"35" "Maryland" 23 1 2 14 2.91 975 2012
"35" "Maryland" 26 1 3 13 2.85 1024 2007
"35" "Michigan State" 24 0 1 16 2.75 762 2005
"35" "Oklahoma State" 23 0 3 17 3 1564 2013
"35" "Penn State" 16 0 5 8 3.13 890 2011
"35" "Tennessee" 18 0 4 11 3.06 1027 2008
"35" "Washington" 22 0 4 10 2.82 891 2006
"35" "Washington State" 27 0 4 9 2.63 1416 2004
"36" "Arkansas" 25 0 6 10 2.88 1015 2008
"36" "Brigham Young" 24 2 3 6 2.75 1268 2002
"36" "Colorado" 27 0 2 20 2.89 965 2012
"36" "Kansas State" 21 0 3 13 2.9 740 2005
"36" "Kentucky" 30 0 3 10 2.53 829 2006
"36" "Maryland" 21 0 4 15 3.1 1058 2010
"36" "Maryland" 22 0 5 11 2.95 1409 2004
"36" "Miami (FL)" 16 0 2 13 3.06 855 2011
"36" "Oklahoma State" 24 0 5 13 2.96 1049 2009
"36" "TCU" 22 0 1 17 2.9 1560 2013
"36" "UCLA" 19 0 6 9 3.11 1299 2003
"36" "Washington" 27 0 3 16 2.81 982 2007
"37" "Arizona" 23 0 4 16 3.04 1036 2010
"37" "Arizona" 25 0 2 18 2.88 1548 2013
"37" "Auburn" 29 0 4 10 2.48 1391 2004
"37" "Boston College" 20 0 2 13 2.85 794 2006
"37" "Clemson" 12 0 7 4 3.5 1019 2009
"37" "Minnesota" 26 0 2 14 2.69 1293 2003
"37" "Rutgers" 23 0 3 15 2.83 950 2007
"37" "Southern Miss" 27 1 2 14 2.78 998 2008
"37" "TCU" 22 0 3 17 3.05 952 2012
"37" "Texas Tech" 21 0 1 12 2.67 719 2005
"37" "Utah" 19 0 2 14 2.95 853 2011
"37" "West Virginia" 33 0 2 6 2.3 1245 2002
"38" "Arizona State" 23 0 3 15 2.91 944 2012
"38" "Boston College" 23 0 4 9 2.74 834 2011
"38" "Kansas" 25 0 1 16 2.72 762 2006
"38" "Kansas State" 33 0 3 16 2.67 873 2007
"38" "Maryland" 18 0 6 8 3.11 976 2008
"38" "Mississippi" 23 0 2 14 2.78 1287 2003
"38" "Mississippi State" 26 0 5 14 2.92 1032 2010
"38" "Oregon State" 25 0 1 21 2.92 1500 2013
"38" "Pittsburgh" 24 0 1 11 2.54 694 2005
"38" "Purdue" 27 0 2 11 2.48 1243 2002
"38" "Rutgers" 23 0 4 15 3 981 2009
"38" "South Carolina" 29 0 3 11 2.59 1382 2004
"39" "Alabama" 27 0 4 16 2.89 1366 2004
"39" "Arizona" 23 0 5 12 2.96 974 2008
"39" "Baylor" 23 0 4 17 3.09 1025 2010
"39" "Iowa" 21 0 2 11 2.71 735 2006
"39" "Kansas" 26 0 2 14 2.69 1283 2003
"39" "Michigan State" 18 0 3 14 3.11 1478 2013
"39" "Minnesota" 20 0 3 15 3.05 974 2009
"39" "Mississippi State" 34 0 4 13 2.62 871 2007
"39" "Missouri" 23 0 1 17 2.83 662 2005
"39" "Oregon State" 23 0 2 16 2.87 917 2012
"39" "Pittsburgh" 24 0 4 7 2.63 1238 2002
"39" "UCF" 29 0 3 19 2.86 778 2011
"4" "Auburn" 32 3 13 13 3.5 2485 2010
"4" "Florida" 29 2 14 12 3.59 2792 2013
"4" "Florida State" 23 6 14 2 4.09 2415 2002
"4" "Florida State" 27 1 16 8 3.59 2377 2004
"4" "Georgia" 28 2 14 12 3.64 2436 2006
"4" "LSU" 26 2 19 5 3.88 2695 2007
"4" "Ohio State" 20 4 9 7 3.85 2481 2008
"4" "Ohio State" 25 2 14 9 3.72 2382 2012
"4" "Oklahoma" 24 0 16 6 3.58 2121 2003
"4" "Tennessee" 27 1 16 9 3.63 2403 2005
"4" "USC" 19 4 11 2 3.89 2410 2009
"4" "USC" 30 1 14 13 3.47 2315 2011
"40" "Brigham Young" 27 0 3 15 2.78 997 2010
"40" "Kansas" 20 0 2 18 3.1 899 2008
"40" "Mississippi" 19 0 2 14 2.95 907 2012
"40" "Missouri" 20 0 1 18 3 1462 2013
"40" "Missouri" 25 1 1 15 2.8 970 2009
"40" "Nebraska" 18 1 5 8 3.17 1233 2002
"40" "Notre Dame" 15 0 2 11 3 661 2005
"40" "Texas Tech" 26 1 4 7 2.69 1365 2004
"40" "UCLA" 11 0 6 4 3.27 848 2007
"40" "Wisconsin" 20 0 3 15 3.05 767 2011
"40" "Wisconsin" 22 1 3 10 2.82 1278 2003
"40" "Wisconsin" 23 0 3 10 2.7 672 2006
"41" "Georgia Tech" 22 0 1 18 2.91 759 2011
"41" "Illinois" 23 0 2 13 2.74 1215 2002
"41" "Kentucky" 29 0 3 16 2.69 958 2009
"41" "Louisville" 17 1 2 11 3.06 845 2007
"41" "Michigan State" 18 0 3 14 3.11 876 2012
"41" "Michigan State" 30 0 6 16 2.93 1347 2004
"41" "North Carolina" 17 0 2 15 3.12 1460 2013
"41" "Ohio State" 16 0 7 8 3.38 1267 2003
"41" "Oregon State" 33 0 2 14 2.36 650 2006
"41" "Stanford" 16 0 4 5 2.81 640 2005
"41" "Texas Tech" 25 0 5 15 3 986 2010
"41" "Wisconsin" 24 0 3 14 2.83 829 2008
"42" "California" 20 0 6 8 2.9 931 2009
"42" "Illinois" 27 0 1 21 2.85 711 2011
"42" "Iowa" 21 0 4 13 3 977 2010
"42" "Louisville" 22 0 3 16 3 873 2012
"42" "Michigan State" 23 0 3 12 2.7 808 2007
"42" "Nebraska" 19 0 4 12 3.05 1230 2003
"42" "North Carolina" 24 0 1 13 2.63 1210 2002
"42" "Oklahoma State" 21 1 0 13 2.76 628 2005
"42" "Penn State" 17 1 3 8 3 1456 2013
"42" "Rutgers" 26 0 2 10 2.54 648 2006
"42" "Washington" 23 1 3 9 2.78 1320 2004
"42" "West Virginia" 27 0 3 10 2.52 757 2008
"43" "Boston College" 17 0 5 11 3.24 1191 2002
"43" "Colorado" 25 0 1 15 2.68 613 2005
"43" "Georgia Tech" 18 0 5 11 3.17 950 2010
"43" "Indiana" 22 0 4 13 2.95 1455 2013
"43" "Iowa" 21 0 3 11 2.81 1190 2003
"43" "Iowa" 24 0 4 15 2.96 853 2012
"43" "Kansas State" 30 0 2 11 2.5 647 2006
"43" "Maryland" 21 0 1 15 2.81 692 2011
"43" "Penn State" 14 0 4 6 3 700 2008
"43" "Texas A&M" 19 0 4 11 2.89 795 2007
"43" "UCLA" 26 0 1 14 2.62 1307 2004
"43" "Utah" 23 0 1 20 2.96 1455 2013
"43" "Wisconsin" 21 0 5 11 3 923 2009
"44" "Arizona" 18 0 4 9 2.72 792 2007
"44" "Mississippi State" 22 0 1 21 3.05 673 2011
"44" "Mississippi State" 27 0 4 7 2.56 686 2008
"44" "North Carolina" 23 0 3 18 3.04 813 2012
"44" "North Carolina" 24 0 1 10 2.5 594 2005
"44" "North Carolina" 25 0 3 10 2.56 1301 2004
"44" "Oregon State" 18 0 4 12 3.11 924 2010
"44" "Syracuse" 25 0 2 11 2.52 1190 2002
"44" "Texas Tech" 25 0 2 11 2.6 1150 2003
"44" "Utah" 25 1 2 14 2.84 886 2009
"44" "Virginia" 23 0 3 8 2.52 604 2006
"45" "Arizona" 24 0 3 17 2.96 830 2009
"45" "Arizona State" 24 0 2 13 2.63 783 2007
"45" "Baylor" 24 0 3 18 3 810 2012
"45" "Houston" 27 0 2 18 2.81 835 2010
"45" "Louisville" 27 0 4 8 2.59 541 2005
"45" "Mississippi" 25 0 3 11 2.6 1296 2004
"45" "Rutgers" 22 0 1 16 2.82 1452 2013
"45" "Rutgers" 24 0 1 13 2.63 1143 2003
"45" "Texas Tech" 16 0 3 10 3 678 2008
"45" "UCLA" 16 0 3 10 3 636 2011
"45" "Virginia Tech" 21 1 3 8 2.81 1180 2002
"45" "Washington State" 24 0 1 12 2.58 596 2006
"46" "Arizona" 24 0 2 17 2.88 808 2012
"46" "Baylor" 19 0 1 16 2.95 628 2011
"46" "Boston College" 18 0 2 11 2.83 756 2007
"46" "Duke" 23 0 1 6 2.26 496 2005
"46" "Iowa State" 26 0 0 12 2.46 1120 2003
"46" "Kansas" 24 0 2 19 2.96 1440 2013
"46" "Mississippi State" 24 0 3 10 2.67 595 2006
"46" "Missouri" 25 0 5 4 2.56 1293 2004
"46" "Rutgers" 20 0 3 7 2.65 662 2008
"46" "Southern Miss" 29 0 3 4 2.34 1163 2002
"46" "TCU" 18 0 2 16 3.11 823 2010
"46" "TCU" 20 0 4 12 3 827 2009
"46" "West Virginia" 25 0 0 13 2.52 1120 2003
"47" "Boston College" 21 0 2 14 2.86 815 2010
"47" "Illinois" 25 0 2 14 2.72 1425 2013
"47" "Maryland" 22 0 6 10 3 1261 2004
"47" "Michigan State" 21 0 1 13 2.71 623 2008
"47" "Missouri" 25 0 1 13 2.52 564 2006
"47" "North Carolina State" 23 0 0 19 2.83 1425 2013
"47" "Oregon State" 20 0 2 8 2.6 493 2005
"47" "Oregon State" 35 0 2 16 2.51 690 2007
"47" "Pittsburgh" 16 0 4 10 3.13 795 2012
"47" "Pittsburgh" 20 0 4 11 2.95 804 2009
"47" "Rutgers" 24 0 4 6 2.58 1150 2002
"47" "West Virginia" 22 0 3 15 2.95 624 2011
"48" "Colorado" 19 0 4 8 2.84 744 2009
"48" "Colorado" 22 0 0 14 2.64 520 2006
"48" "Iowa State" 29 0 1 10 2.38 1211 2004
"48" "Kansas" 26 0 1 15 2.65 435 2005
"48" "Louisville" 28 0 3 18 2.86 778 2010
"48" "Missouri" 17 0 1 16 3.06 607 2011
"48" "San Diego State" 28 0 2 4 2.29 1103 2003
"48" "Syracuse" 26 0 4 6 2.54 621 2008
"48" "Syracuse" 27 0 1 13 2.56 679 2007
"48" "Texas Tech" 26 0 2 9 2.42 1145 2002
"48" "West Virginia" 28 0 1 24 2.93 787 2012
"49" "Alabama" 17 0 4 10 3.06 1102 2003
"49" "Arizona" 29 0 1 10 2.38 1210 2004
"49" "Arkansas" 25 0 3 18 2.96 766 2010
"49" "Boston College" 16 0 2 9 2.81 434 2005
"49" "Cincinnati" 24 0 1 20 2.92 605 2011
"49" "Georgia Tech" 20 0 1 11 2.65 581 2008
"49" "Georgia Tech" 21 0 1 17 2.9 732 2009
"49" "North Carolina State" 25 0 2 12 2.64 565 2007
"49" "Oregon" 21 0 1 12 2.67 515 2006
"49" "Oregon" 23 2 2 3 2.57 1123 2002
"49" "South Florida" 20 0 2 16 3 780 2012
"49" "South Florida" 23 0 2 16 2.87 1410 2013
"5" "Alabama" 26 1 15 9 3.62 2308 2010
"5" "Florida State" 26 1 16 7 3.62 2353 2004
"5" "Georgia" 26 2 12 11 3.58 2309 2011
"5" "Miami (FL)" 24 3 10 10 3.63 2067 2003
"5" "Miami (FL)" 33 2 15 8 3.33 2467 2008
"5" "Michigan" 27 1 16 9 3.63 2661 2013
"5" "Nebraska" 30 2 11 12 3.33 2178 2005
"5" "Ohio State" 26 3 14 8 3.65 2342 2002
"5" "Stanford" 22 3 10 9 3.73 2297 2012
"5" "Texas" 20 3 11 6 3.85 2375 2009
"5" "Texas" 24 2 16 5 3.79 2562 2007
"5" "Texas" 25 2 11 12 3.6 2283 2006
"50" "Brigham Young" 21 0 2 14 2.86 640 2009
"50" "Cincinnati" 29 0 0 25 2.86 756 2012
"50" "Georgia Tech" 21 0 2 10 2.67 1096 2003
"50" "Houston" 25 0 0 17 2.68 1365 2013
"50" "Kansas" 23 0 1 13 2.57 491 2007
"50" "Kentucky" 26 0 1 18 2.77 742 2010
"50" "Purdue" 27 0 1 10 2.3 490 2006
"50" "South Florida" 21 0 1 7 2.43 417 2005
"50" "Southern Methodist" 27 0 1 20 2.81 504 2011
"50" "Stanford" 17 0 2 8 2.71 502 2008
"50" "Syracuse" 32 0 0 9 2.28 1195 2004
"50" "Wisconsin" 25 0 1 10 2.48 1120 2002
"51" "Baylor" 22 0 1 8 2.45 453 2008
"51" "California" 19 0 6 6 2.95 1193 2004
"51" "Duke" 27 0 2 13 2.63 634 2009
"51" "Illinois" 21 0 3 6 2.57 385 2005
"51" "Iowa" 22 0 2 9 2.59 1100 2002
"51" "Iowa State" 23 0 0 15 2.65 478 2011
"51" "Minnesota" 25 0 2 18 2.88 702 2010
"51" "North Carolina State" 21 0 0 10 2.48 478 2006
"51" "Oregon State" 23 0 0 13 2.57 1075 2003
"51" "Penn State" 19 0 2 11 2.79 708 2012
"51" "Stanford" 19 0 1 10 2.63 480 2007
"51" "Texas Tech" 23 0 1 12 2.61 1344 2013
"52" "Duke" 20 0 1 10 2.6 621 2012
"52" "Fresno State" 21 0 1 15 2.81 630 2010
"52" "Kentucky" 28 0 1 10 2.36 1185 2004
"52" "Louisville" 17 0 2 13 3 1342 2013
"52" "Minnesota" 24 0 0 19 2.79 468 2011
"52" "North Carolina State" 27 0 1 19 2.78 618 2009
"52" "Northwestern" 20 0 0 10 2.5 382 2005
"52" "Oregon State" 18 1 0 10 2.72 450 2008
"52" "Oregon State" 21 0 3 9 2.71 1075 2002
"52" "Syracuse" 24 0 2 6 2.42 451 2006
"52" "Texas Tech" 26 0 1 17 2.73 469 2007
"52" "UCF" 26 0 0 9 2.35 1055 2003
"52" "Washington State" 20 0 0 10 2.5 382 2005
"53" "Boise State" 19 0 0 11 2.58 453 2011
"53" "Boston College" 20 1 1 11 2.8 1168 2004
"53" "Fresno State" 27 0 2 3 2.26 1045 2002
"53" "Iowa" 21 0 0 17 2.81 1335 2013
"53" "Iowa" 24 0 0 13 2.54 428 2008
"53" "North Carolina State" 22 0 0 17 2.77 618 2012
"53" "Northwestern" 19 0 0 14 2.74 459 2007
"53" "Northwestern" 19 0 1 15 2.89 1335 2013
"53" "Southern Miss" 22 0 3 15 2.95 610 2009
"53" "Southern Miss" 26 0 2 19 2.88 629 2010
"53" "Syracuse" 23 0 1 9 2.48 1045 2003
"53" "Washington State" 22 0 1 16 2.82 1335 2013
"53" "West Virginia" 16 0 0 10 2.63 431 2006
"54" "Boise State" 22 0 0 13 2.59 605 2012
"54" "Kansas State" 26 0 5 11 2.81 1162 2004
"54" "Kentucky" 29 0 1 9 2.31 452 2007
"54" "Marshall" 29 0 0 18 2.62 451 2011
"54" "Oregon State" 24 0 1 13 2.63 595 2009
"54" "Purdue" 24 0 1 13 2.63 564 2010
"54" "South Florida" 24 0 2 9 2.46 391 2008
"54" "Stanford" 16 1 4 6 3.06 1040 2002
"54" "Stanford" 18 0 0 10 2.44 409 2006
"54" "TCU" 21 0 1 6 2.38 349 2005
"54" "UNLV" 28 0 1 5 2.25 1043 2003
"55" "Arizona" 21 0 1 15 2.81 435 2011
"55" "Arizona State" 22 0 1 12 2.64 1147 2004
"55" "Baylor" 28 0 3 14 2.71 590 2009
"55" "Kansas" 18 0 2 12 2.89 555 2010
"55" "Louisville" 22 0 1 11 2.59 378 2008
"55" "Minnesota" 18 0 1 10 2.67 335 2005
"55" "Minnesota" 28 0 0 7 2.25 1035 2002
"55" "Oregon State" 24 0 1 15 2.71 435 2011
"55" "Southern Miss" 32 0 1 7 2.16 439 2007
"55" "Temple" 28 0 1 4 2.21 1026 2003
"55" "Utah" 25 0 1 9 2.44 406 2006
"55" "Washington State" 27 0 2 15 2.7 602 2012
"56" "Brigham Young" 26 0 1 10 2.46 427 2007
"56" "Duke" 26 0 1 8 2.38 400 2006
"56" "Georgia Tech" 17 0 2 13 3 587 2012
"56" "Louisiana-Lafayette" 31 0 0 4 2.13 1015 2003
"56" "Purdue" 23 0 1 15 2.74 1294 2013
"56" "Syracuse" 20 0 1 6 2.4 290 2005
"56" "Tulsa" 25 0 1 14 2.64 512 2009
"56" "UCF" 18 0 0 11 2.61 317 2008
"56" "UCF" 21 0 3 7 2.62 1033 2002
"56" "UCF" 22 0 2 12 2.73 515 2010
"56" "Virginia Tech" 20 0 4 8 2.8 1115 2004
"56" "Wisconsin" 12 0 3 7 3.08 587 2012
"57" "Arizona State" 14 0 2 7 2.64 413 2011
"57" "Georgia Tech" 16 0 1 9 2.69 372 2006
"57" "Houston" 27 0 1 10 2.15 1030 2002
"57" "Kentucky" 20 0 1 8 2.5 315 2008
"57" "Memphis" 27 0 1 13 2.48 511 2010
"57" "Minnesota" 24 0 1 9 2.46 406 2007
"57" "San Diego State" 27 0 2 11 2.56 286 2005
"57" "South Florida" 25 0 2 7 2.36 1110 2004
"57" "Troy" 40 0 2 10 2.35 500 2009
"57" "Wake Forest" 23 0 0 12 2.52 1010 2003
"57" "Wisconsin" 17 0 3 11 3 1268 2013
"58" "Colorado State" 27 0 1 13 2.56 491 2010
"58" "Fresno State" 23 0 0 10 2.43 314 2008
